"Ramo              ";"Razao             ";"Endereco          ";"Bairro            ";"CEP               ";"Cidade            ";"UF                ";"Contato           ";"Funcionarios      ";"Telefone          ";"Fax               ";"Site              ";"E-mail            ";"Produtos          "
"PLASTICOS ";" AGC OPTOSYSTEMS IND. E COM. LTDA. ";" Av. Eng. Luis Carlos Berrini, 1.297- 7ºAnd. ";" Cid. Monções ";" 04571-010 ";" São Paulo ";" SP ";" Dir. Pres.: Jonas Trunk ";10;" (0xx11) 5505-6688 ";" (0xx11) 5505-1090 ";" www.agc.com.br ";" agc.nettest@nettest.com.br ";" Soluções p/ redes ópticas; equips. de testes portáteis; prods. p/ emenda de fibras ópticas; "
"PLASTICOS ";" AKAFLEX IND. E COM. LTDA. ";" R. Anhaia, 1213/1219 ";" Bom Retiro ";" 01130-000 ";" São Paulo ";" SP ";" Cont. Vendas: Gilson Batista Maia ";50;" (0xx11) 3222-4492 ";" (0xx11) 3221-2712 ";" www.akaflex.com.br ";" akaflex@akaflex.com.br ";" Peças técnicas; poliuretano; teflon; celeron; viton; borrachas; produtos gerais de plásticos; "
"PLASTICOS ";" ALCANTARA IND. E COM. DE PLÁSTICOS E ESCOVA LTDA. ";" R. França Júnior, 97 ";" Jd. da Saúde ";" 04290-010 ";" São Paulo ";" SP ";" Dirª. Coml.: Beatriz Balieiro ";4;" (0xx11) 5061-6235 ";" (0xx11) 5061-6235 ";"  ";"  ";" Massageador Capilar; protetor p/ lavatório; plaquete; secador e suporte p/ secador; bob; escovas e pranchas; "
"PLASTICOS ";" ALFA POLIMEROS LTDA. ";" R. Felix Guilherm, 939 ";" Lapa de Baixo ";" 05069-000 ";" São Paulo ";" SP ";" ";" ";" (0xx11) 3611-6169 ";" (0xx11) 3611-0294 ";" www.alfap.com.br ";" alfa@alfap.com.br ";" Polimeros; "
"PLASTICOS ";" ALGAZARRA IND. E COM. DE BRINQUEDOS LTDA. ";" R. Cabo Romeu Casa Grande, 100 ";" Pq. Novo Mundo ";" 02180-060 ";" São Paulo ";" SP ";" Dir. Pres.: José Cláudio Thadeo ";30;" (0xx11) 6954-4108/6955-8815 ";" (0xx11) 6955-8815 ";" www.algazarrabrinquedos.com.br ";" vendas@algazarrabrinquedos.com.br ";" Brinquedos e jogos recreativos; "
"PLASTICOS ";" ALLCOLOR PIGMENTOS E COMPOSTOS ESPECIAIS LTDA. ";" R. Joaquim de Oliveira Freitas, 710/716 ";" Vl. Guedes ";" 05133-001 ";" São Paulo ";" SP ";" ";" ";" (0xx11) 3904-4660/3901-6715 ";" (0xx11) 3904-4989 ";" www.allcolomet.com.br ";"  ";" Pigmentos; "
"PLASTICOS ";" ALLPAC LTDA. ";" R. Allpac, 136 ";" Jaraguá ";" 05163-020 ";" São Paulo ";" SP ";" Cont. Compras: Luiz Alberto ";230;" (0xx11) 3901-8600/8606 ";" (0xx11) 3904-8191 ";" www.allpac.com.br ";" allpac@allpac.com.br ";" Bobinas técnicas p/ empacotamento automático impresso em até8 cores; bobinas e folhas p/ forração;filmes tubulares transparentes ou impressos; filmes p/ laminação; sacarias; embalagens especiais; "
"PLASTICOS ";" ALPES IND. E COM. DE PLÁSTICOS LTDA. ";" Av. Osvaldo Valle Cordeiro, 1121 ";" Cidade Líder ";" 03584-000 ";" São Paulo ";" SP ";" Dir. Coml.: Moacir Vicentin Jr. ";" ";" (0xx11) 6748-0788/6746-7027 ";" (0xx11) 6694-7263 ";" www.alpfilm.com.br ";" alpes@alpfilm.com.br ";" Filmes plásticos em pvc estícavel; "
"PLASTICOS ";" ALTINJECT IND. COM. DE PLÁSTICOS LTDA. ";" R. Lavanda, 10 ";" Jd. São Roberto ";" 03978-730 ";" São Paulo ";" SP ";" Dir. Coml.: Clóvis Altea ";5;" (0xx11) 6704-4076 ";" (0xx11) 6704-4076 ";"  ";" altinject@itelefonica.com.br ";" Tercerização na área de injeção de termoplásticos; "
"PLASTICOS ";" AMPACET SOUTH AMERICA LTDA. ";" R. Forte de Araxá, 145 ";" Pqe. São Lourenço ";" 08340-170 ";" São Paulo ";" SP ";" ";" ";" (0xx11) 6115-9001 ";" (0xx11) 6115-8335 ";" www.ampacet.com ";"  ";" Masterbatches; "
"PLASTICOS ";" ARALPLAST PLÁSTICOS E MATS. ELÉTRS. LTDA. ";" R. Alexandre de Gusmão, 69 ";" Socorro ";" 04760-020 ";" São Paulo ";" SP ";" Dir. Coml.: Luiz Carlos Gonçalves ";34;" (0xx11) 5686-5648/5683-2989 ";" (0xx11) 5521-5671 ";" www.aralplas.com.br ";" aralplas@aralplas.com.br ";" Botões de comando; chaves seletoras; sinalizadores; porta-etiquetas de plástico; peças de plásticos; "
"PLASTICOS ";" ARTEFS. PLAFI IND. E COM. LTDA. ";" Av. Dr. Luis Arrobas Martins, 330 ";" Vl. Friburgo ";" 04781-000 ";" São Paulo ";" SP ";" Dirª Coml.: Maria Viana ";15;" (0xx11) 5523-3528 ";" (0xx1) 5523-3528 ";" www.plafi.com.br ";" plafi@plafi.com.br ";" Cesto p/ papel; coletores de lixo; cinzeiros; "
"PLASTICOS ";" ARTEPLAS IND. E COM. DE PLÁSTICOS LTDA. ";" R. Mazzini, 147 ";" Cambuci ";" 01528-000 ";" São Paulo ";" SP ";" Dir. Coml.: José Luis ";50;" (0xx11) 3208-8522 ";" (0xx11) 3208-8638 ";" www.arteplas.ind.br ";" arteplas@terra.com.br ";" Plásticos; "
"PLASTICOS ";" ASTURPLASTI IND. E COM. DE PLÁSTICOS LTDA. ";" R. Maria Crespi, 288 ";" Moóca ";" 03112-090 ";" São Paulo ";" SP ";" Cont. Compras: Júlia ";20;" (0xx11) 6291-4522 ";" (0xx11) 6693-2958 ";" www.astur.com.br ";" astur@zaz.com.br ";" Acessórios plásticos p/ móveis tubulares; "
"PLASTICOS ";" BAFEMA S/A. IND. E COM. ";" R. New Chatel, 337 ";" V. Friburgo ";" 04781-030 ";" São Paulo ";" SP ";" Dir. Pres.: Valdemir Tiozzo ";250;" (0xx11) 5666-9088/9686 ";" (0xx11) 5667-2711 ";"  ";"  ";" Embalagens; "
"PLASTICOS ";" BEKUM DO BRASIL IND. E COM. LTDA. ";" R. Ptolomeu, 493 ";" Socorro ";" 04762-040 ";" São Paulo ";" SP ";" Dir. Coml.: Antônio Fernando Moraes ";900;" (0xx11) 5686-9100 ";" (0xx11) 5524-3734 ";" www.bekum.com.br ";" bekum@bekum.com.br ";" Máqs. sopradoras p/ embalagens plásticas diversas; "
"PLASTICOS ";" BIG STAR IND. E COM. DE PRODS. PLÁST. LTDA. ";" R. São João, 510 ";" Jd. N. S. do Caminho ";" 08540-200 ";" São Paulo ";" SP ";" Dir. Coml.: Sérgio Martins ";70;" (0xx11) 4674-1786 ";" (0xx11) 4679-6600 ";" www.bigstarbrinquedos.com.br ";"  ";" Brinquedos cartonados; brinquedos plásticos; jogos; quebra-cabeças; "
"PLASTICOS ";" BIOLÓGICA COML. LTDA. ";" R. Luiz Gonzaga de Barros Santos, 37 ";" Vl. Sta. Maria ";" 04810-030 ";" São Paulo ";" SP ";" Ger. Coml.: Marly Mendonça ";15;" (0xx11) 5666-6744 ";" (0xx11) 5666-1326 ";" www.biologic.com.br ";" biologic@uol.com.br ";" Tubos plásticos; microcoletores; refratômetros; microscópios; "
"PLASTICOS ";" BRASBABY IMP. E DISTRIBUIÇÃO LTDA. ";" R. Newton Prado, 533 ";" Bom Retiro ";" 01027-000 ";" São Paulo ";" SP ";" Dir. Coml.: Marcelo Lobel ";10;" (0xx11) 3361-3744 ";" (0xx11) 3224-0311 ";" www.brasbaby.com.br ";" brasbaby@brasbaby.com.br ";" Brinquedos plásticos; "
"PLASTICOS ";" BRASILFLEX IND. E COM. LTDA. ";" R. Sebastião de Morais, 244 ";" Bairro do Limão ";" 02551-100 ";" São Paulo ";" SP ";" Dirª. Coml.: Eliana Mason ";15;" (0xx11) 3858-1100 ";" (0xx11) 3857-3430 ";" www.brasilflex.com.br ";" brasilflex@brasilflex.com.br ";" Brinquedos de plásticos; brindes; artigos p/ festas; "
"PLASTICOS ";" BRASKEM S/A. ";" Av. Nações Unidas, 4777 ";" Pinheiros ";" 05477-000 ";" São Paulo ";" SP ";" ";3000;" (0xx11) 3443-9000/9999 ";" (0xx11) 3023-0420 ";" www.braskem.com.br ";" braskem@braskem.com.br ";" Polietileno; polipropileno; PUC; PET; "
"PLASTICOS ";" BRINQUEDOS BANDEIRANTE S/A. ";" Av. Vila Ema, 2.208/58 ";" Vl. Ema ";" 03282-000 ";" São Paulo ";" SP ";" Dir. Coml.: Pedro Pucci ";1700;" (0xx11) 6100-9000/9036/9049/4671-7244 ";" (0xx11) 6918-0780/6100-9020 ";" www.brinquedosbandeirante.com.br ";" comercial@brinquedosbandeirante.com.br ";" Brinquedos plásticos; bonecas; carrinho com mecanismo; playground; triciclos; "
"PLASTICOS ";" BUTTERFLY IND. E COM. DE BRINQUEDOS LTDA. ";" R. Newton Prado, 69 ";" Bom Retiro ";" 01127-000 ";" São Paulo ";" SP ";" ";" ";" (0xx11) 3224-8860 ";" (0xx11) 3224-8860 ";" www.butterfly.com.br ";" sac@butterfly.com.br ";" Bicho de pelúcia; bolas; brinquedos de berço; brinqudos musicais; "
"PLASTICOS ";" CADPLAST IND. E COM. DE PLÁSTICOS LTDA. ";" R. Joaquim Manoel de Macedo, 203/219 ";" Barra Funda ";" 01136-010 ";" São Paulo ";" SP ";" Dir. Coml.: Mauro Álvares Ageia ";20;" (0xx11) 3430-7676/3619-3430/3723 ";" (0xx11) 3611-7676 ";" www.cadplast.com.br ";" cadplast@uol.com.br ";" Plástico bolha; manta de pe-expandido; manta subcobertura; junta de dilatação; rede pe-expandido p/ frutas; garrafas; vidros; porcelanas; "
"PLASTICOS ";" CALIFÓRNIA PRO ROLLER COM. E PART. LTDA. ";" R. Prof. José Leite Oiticica, 240 ";" Brooklin ";" 04705-080 ";" São Paulo ";" SP ";" Dir. Coml.: Marcelo Dias Roque ";10;" (0xx11) 5685-4363/5505-6544 ";" (0xx11) 5685-4363 ";" www.california.com.br ";" californiatoys@california.com.br ";" Brinquedos plásticos de metal, a pilha e para ar livre, miniatura, trens. "
"PLASTICOS ";" CAMADA IND. COM. PLÁSTICOS LTDA. ";" R. Friedrich Von Voith, 896 ";" Jaraguá ";" 02995-000 ";" São Paulo ";" SP ";" Dir. Coml.: Marcelo Luis Albino ";" ";" (0xx11) 3942-3944 ";" (0xx11) 3942-3944 ";" www.camada.com.br ";" financeiro@camada.com.br ";" Sacos e filmes em geral; "
"PLASTICOS ";" CANDIDE IND. E COM. LTDA. ";" Al. Barão de Piracicaba, 799 ";" Campos Eliseos ";" 01216-010 ";" São Paulo ";" SP ";" Dir. Coml.: Alan Gabriel L. Levy ";120;" (0xx11) 3331-8266 ";" (0xx11) 3221-1658 ";" www.candide.com.br ";" candide@candide.com.br ";" Bolas, brinquedos plásticos. "
"PLASTICOS ";" CARBER EMBALAGENS E REPRESENTAÇÃO LTDA. ";" R. Monastério, 83 ";" Interlagos ";" 04775-230 ";" São Paulo ";" SP ";" Dir. Coml.: Flávio Capela ";7;" (0xx11) 5666-6558/9643 ";" (0xx11) 5666-6558 ";" www.carber.com.br ";" carber@carber.com.br ";" Folhas p/embalagens, feitas com prolipropileno e celofane. "
"PLASTICOS ";" CARDOSO- IND. E COM. DE PLÁSTICOS LTDA. ";" Av. Matashiro Yamaguishi, 278/390 ";" V.Carmosina ";" 08260-040 ";" São Paulo ";" SP ";" Dir. Coml.: Carlos Alberto Cardoso ";110;" (0xx11) 6521-3322 ";" (0xx11) 6521-3322 ";" www.brinquedoscardoso.com.br ";" atendimento@brinquedoscardoso.com.br ";" Brinquedos de plástico; "
"PLASTICOS ";" CARTONAGEM JUSSARA LTDA. ";" Av. Gaspar de Brito, 250/282 ";" Vl. Joaniza ";" 04403-110 ";" São Paulo ";" SP ";" Dir. Coml.: Agostinho Oliveira Neto ";15;" (0xx11) 5677-0044/0968 ";" (0xx11) 5563-0429 ";" www.jussara.com.br ";" jussara@jussara.com.br ";" Pastas; plásticos; "
"PLASTICOS ";" CASTELLANE IND. E COM. DE PLÁSTICOS LTDA. ";" R. Presidente Antonio Cândido , 224 ";" Alto da Lapa ";" 05083-060 ";" São Paulo ";" SP ";" Dir. Coml.: Walter Castellani ";15;" (0xx11) 3836-9033 ";" (0xx11) 3831-0393 ";"  ";"  ";" Injeção de plásticos. "
"PLASTICOS ";" CASTROPIL COM. DE PAPÉIS E EMBALAGENS LTDA. ";" R. Eugenio de Freitas, 371 ";" V. Guilherme ";" 02060-000 ";" São Paulo ";" SP ";" Dir. Coml.: Ricardo Kastropil ";20;" (0xx11) 6905-2200/3313-6213 ";" (0xx11) 6905-2200 ";" www.castropil.com.br ";" castropil@castropil.com.br ";" Embalagens plásticas individuais; "
"PLASTICOS ";" CELCO IND. TÉCNICA DE PLÁSTICOS LTDA. ";" Av. Danton Jobim, 890 ";" Interlagos ";" 04782-001 ";" São Paulo ";" SP ";" Dir. Coml.: Antonio Celestino Silva ";20;" (0xx11) 5666-9507 ";" (0xx11) 5667-3373 ";" www.celco.com.br ";" info@celco.com.br ";" Parafusos, ponteiros, etc, tudo em plásticos; "
"PLASTICOS ";" CENTRO ATACADISTA ARM. BARÃO LTDA. ";" R. Barão de Duprat, 351 ";" Centro ";" 01023-001 ";" São Paulo ";" SP ";" Dir. Coml.: Rogério El. Ness. ";15;" (0xx11) 3327-9800/6903-1000 ";" (0xx11) 3329-9809 ";" www.centroatacadista.com.br ";" supvendas@centroatacadista.com.br ";" Bonecas, bolas, brinquedos de vinil e plásticos; "
"PLASTICOS ";" CETRA TAIWAN TRADE CENTER DO BRASIL ";" Av. Paulista, 1274 - 13º and. ";" Cerqueira Cesar ";" 01310-200 ";" São Paulo ";" SP ";" Dir. Coml.: Dom Dseng ";10;" (0xx11) 3283-1811 ";" (0xx11) 3283-1804 ";" www.taiwantrade.com.tw ";" brazil@cetra.org.tw ";" Máquinas e equipamentos p/ plásticos em geral; "
"PLASTICOS ";" CGM IMP. E EXP. ASSES. E PROJETOS LTDA. ";" R. Susana, 340 ";" Vl. Independência ";" 03223-000 ";" São Paulo ";" SP ";" Dir. Coml.: Marcelo Guedes ";5;" (0xx11) 6911-0066 ";" (0xx11) 6911-0666 ";" www.cgmcon.com.br ";" atendimento@cgmcon.com.br ";" Containers plásticos p/ coleta e acondicionamento de lixo; "
"PLASTICOS ";" CHICCO DO BRASIL LTDA. ";" R. Vigário Taques Bittencourt, 74 ";" Santo Amaro ";" 04755-060 ";" São Paulo ";" SP ";" Dir. Coml.: Claudinei Casellatto ";30;" (0xx11) 5644-2100/2122 ";" (0xx11) 5644-2121 ";" www.chicco.com.br ";" chicco@chicco.com.br ";" Brinquedos musicais de berço, de armar, educativos e pré-escoláres. "
"PLASTICOS ";" CIA. CANETAS COMPACTOR ";" R. Saint Hilaire, 195 ";" Jd. Paulista ";" 01423-040 ";" São Paulo ";" SP ";" Cont. Compras: Silvia Regina ";500;" (0xx11) 3885-1768 ";" (0xx11) 3885-3430 ";" www.compactor.com.br ";" compactor@compactor.com.br ";" Canetas; lapiseira; grafite; hidrográfica; compasso; "
"PLASTICOS ";" CIA. PROVIDÊNCIA IND. E COM. ";" R. Emílio Goeldi, 625 ";" Lapa ";" 05065-110 ";" São Paulo ";" SP ";" Dir. Coml.: Cleber dos Santos ";10;" (0xx11) 3611-2038 ";" (0xx11) 3611-2109 ";" www.providencia.com.br ";" providencia@uol.com.br ";" Plástico p/ embalagens, tubos PVC, sopro p/garrafas. "
"PLASTICOS ";" CIMAPLA COM. E IND. DE MÁQS. E ARTEFS. PLÁSTICOS LTDA. ";" R. Itapitanga, 77 ";" Itaquera ";" 08290-580 ";" São Paulo ";" SP ";" Cont. Compras: Marcos Garcia ";15;" (0xx11) 6524-8181 ";" (0xx11) 6525-0077 ";" www.cimapla.com.br ";" vendas@cimapla.com.br ";" Sacos plásticos; "
"PLASTICOS ";" COBRIREL IND. E COM. LTDA. ";" R. Borges de Figueiredo, 862 ";" Moóca ";" 03110-001 ";" São Paulo ";" SP ";" Dir. Coml.: Carlos Alberto F. Rossi ";80;" (0xx11) 6291-3155 ";" (0xx11) 6693-9693 ";" www.cobrirel.com.br ";" trevisan@cobrirel.com.br ";" Prods. Plásticos; injeção e ferramentaria; "
"PLASTICOS ";" COGNIS BRASIL LTDA. ";" Av. das Nações Unidas, 10.989 - 4º Andar ";" Vl. Olímpia ";" 04578-000 ";" São Paulo ";" SP ";" Dir. Coml.: Luiz Arnaldo Cartheri ";400;" (0xx11) 2133-2547/3848-2437/2545/2300 ";" (0xx11) 3848-2526/2326 ";" www.cognis.com ";" cognis@cognis.com.br ";" Edenol - plastificantes epóli, plastificantes polímeros, loxiol - lubrificantes anti-blocking, deslizantes, stabiloc - lubrificantes. "
"PLASTICOS ";" COLOR SCREEN PRODS. PROMOCIONAIS LTDA. ";" R. Prof. Nelson Sena, 287 ";" Vl. Sta. Catarina ";" 04387-230 ";" São Paulo ";" SP ";" Dir. Coml.: Paulo Brito ";20;" (0xx11) 5563-2768 ";" (0xx11) 5563-2768 ";" www.colorscreen.com.br ";" colorscreen@ig.com.br ";" Adesivos; baners; faixas; mouse pead; canetas; "
"PLASTICOS ";" COMÉRCIO DE EMBALAGENS PAPELIO LTDA. ";" R. Heliópolis, 301 ";" Vl. Amburguesa ";" 05318-110 ";" São Paulo ";" SP ";" Dir. Coml.: Hélio Toledo ";6;" (0xx11) 3641-2458/3837 ";" (0xx11) 3837-0110 ";" www.papelio.com.br ";"  ";" Sacos plásticos ou embalagens em geral; "
"PLASTICOS ";" COMÉRCIO E EMBALAGENS PAULICÉIA LTDA. ";" Av. Dr. Gastão Vidigal, 1.946 ";" Vl. Leopoldina ";" 05314-000 ";" São Paulo ";" SP ";" Dir. Coml.: Sérgio Márcio Coelho dos Santos ";4;" (0xx11) 3832-2873 ";" (0xx11) 3832-2873 ";" www.embalagenspauliceia.com.br ";"  ";" Embalagens plásticas; bobinas picotadas; sacos plásticos emgeral; "
"PLASTICOS ";" COMERCIAL RIZZO LTDA. ";" R. Barão de Duprat, 136 ";" Mercado ";" 01023-000 ";" São Paulo ";" SP ";" Dir. Coml.: Leoni Rizzo ";10;" (0xx11) 3328-4251/3329-6146 ";" (0xx11) 3313-6247 ";" www.comercialrizzo.com.br ";"  ";" Sacos plásticos e miudezas em geral; "
"PLASTICOS ";" COPASTA IND. E COM. LTDA. ";" R. da Paz, 874/882 ";" Chác. Sto. Antonio ";" 04713-001 ";" São Paulo ";" SP ";" Dir. Coml.: Carlos Cop ";20;" (0xx11) 5182-1637 ";" (0xx11) 5181-8532. ";" www.copasta.com.br ";" vendas@copasta.com.br ";" Pastas; "
"PLASTICOS ";" COPLASTIL IND. E COM. DE PLÁSTICOS S/A. ";" R. Luís Machado Pedrosa, 95 ";" Jd. América ";" 01431-010 ";" São Paulo ";" SP ";" Dir. Pres.: Antônio C. Alécio ";200;" (0xx11) 3061-3955 ";" (0xx11) 3086-0433 ";" www.coplastil.com.br ";" coplastil@uol.com.br ";" Sacarias plásticas; "
"PLASTICOS ";" CORTIARTE ARTE E CORTIÇA LTDA. ";" R. João Nepomuceno, 43 ";" Jd. Portinari ";" 09960-000 ";" São Paulo ";" SP ";" Dir. Exec.: Cláudio José Coelho ";" ";" (0xx11) 4061-8080 ";" (0xx11) 4066-2585 ";" www.cortiarte.com.br ";" cortiarte@cortiarte.com.br ";" Carimbos; E.V.A; Lousa; brinquedos educativos; "
"PLASTICOS ";" COSMAR EMBALAGENS PLÁSTICAS LTDA. ";" R. Alto Belo, 334 ";" Vl. Antonieta ";" 03478-040 ";" São Paulo ";" SP ";" Dir. Coml.: Nelson Castro ";10;" (0xx11) 6727-3246/6724-5423/5560 ";" (0xx11) 6727-3246 ";"  ";" cosmarembalagem@uol.com.br ";" Fabrica polietileno e polipropileno. "
"PLASTICOS ";" CRIOS - RESINAS SINTÉTICAS S/A. ";" R. do Rócio, 199 - 11º andar - Cj. 111 ";" Vl. Olímpia ";" 04552-000 ";" São Paulo ";" SP ";" Dir. Coml.: João Paulo Canto Porto ";250;" (0xx11) 3846-0039 ";" (0xx11) 3845-4179 ";" www.crios.com.br ";"  ";" Resinas e areia coberta p/fundição; resinas p/rebolos; lixas; abrasivos; "
"PLASTICOS ";" CRIZAF NTG DO BRASIL LTDA. ";" R. Inácio Luiz da Costa, 936 ";" Pqe. São Domingos ";" 05112-010 ";" São Paulo ";" SP ";" ";" ";" (0xx11) 3831-6066 ";" (0xx11) 3831-6066 ";" www.crizaf.com.br ";" comercial@crizaf.com.br ";" Esteiras transportadoras; sistemas de armazenamento; "
"PLASTICOS ";" CROMASTER IND. E COM. LTDA. ";" Av. Inácio Luis da Costa, 1258 ";" ";" 05112-010 ";" São Paulo ";" SP ";" ";" ";" (0xx11) 3834-8589 ";" (0xx11) 3834-8589 ";" www.cromaster.com.br ";" cromaster@cromaster.com.br ";" Masterbatches coloridos e aditivados; "
"PLASTICOS ";" CROMATON IND. E COM. DE PLÁSTICOS LTDA. ";" R. Dr. Humberto Gianella, 304 ";" Jd. Belval ";" 06422-060 ";" São Paulo ";" SP ";" Cont. Compras: Roberto ";50;" (0xx11) 4707-2944 ";" (0xx11) 4707-2944 ";" www.cromaton.com.br ";" cromaton@cromaton.com.br ";" Pigmentos; "
"PLASTICOS ";" CRYOVAC BRASIL LTDA. ";" R. Mergenchaler, 836 ";" Vl. Leopoldina ";" 05311-030 ";" São Paulo ";" SP ";" Dir. Coml.: José Nascimento ";" ";" (0xx11) 3833-2600 ";" (0xx11) 3834-8609 ";" www.sealedair.com.br ";" vendas.br@sealedair.com ";" Embalagens plásticas p/produtos alimentícios; filmes de PVC;bisnagas de plástico; "
"PLASTICOS ";" D.F. VASCONCELLOS S/A. ";" Av. Indianópolis, 1.706 ";" Planalto Paulista ";" 04062-901 ";" São Paulo ";" SP ";" Dir. Pres.: Gabriel Liebesny ";200;" (0xx11) 5584-0411 ";" (0xx11) 5585-2300 ";" www.dfv.com.br ";" vendas@dfv.com.br ";" Brinquedos educacionais e de plástico; "
"PLASTICOS ";" DANFEX COM. IMP. E EXP. LTDA. ";" R. dos Franceses, 160 ";" Bela Vista ";" 01329-010 ";" São Paulo ";" SP ";" Dir. Coml.: Oscar Guinazu ";12;" (0xx11) 3146-0122/251-0042 ";" (0xx11) 3146-0126 ";" www.danfex.com ";" danfex@danfex.com ";" Plásticos p/ plastificação; "
"PLASTICOS ";" DARPLAS IND. E COM. DE PLÁSTICOS LTDA. ";" R. Estado de Pernambuco, 562 ";" Jd. Egle ";" 03936-020 ";" São Paulo ";" SP ";" Dir. Coml.: Glaúcio Gomes ";25;" (0xx11) 6721-0322 ";" (0xx11) 6721-0322 ";" www.darplas.com.br ";" darplas@darplas.com.br ";" Peças técnicas pelo processo de vacuum-forming; "
"PLASTICOS ";" DAY BRASIL S/A. ";" Av. Marquês de São Vicente, 1.213 ";" Barra Funda ";" 01139-901 ";" São Paulo ";" SP ";" Cont. Coml.: Ricardo Bonato ";250;" (0xx11) 3613-7764/7583/7755 ";" (0xx11) 3613-7762 ";" www.daybrasil.com.br ";" compras@daybrasil.com.br ";" Mangueiras; buchas; chapas; correias; perfis; engranagens;plásticos industriais; "
"PLASTICOS ";" DEION EQUIPS. E PROCESSOS LTDA. ";" R. da Balsa, 537 ";" Vl. Acácio ";" 02910-001 ";" São Paulo ";" SP ";" Dir. Coml.: Engº. Álvaro Camargo ";70;" (0xx11) 3931-3011 ";" (0xx11) 3932-4117 ";" www.deion.com.br ";" deion@uol.com.br ";" Aparelhos hidráulicos plásticos; "
"PLASTICOS ";" DEPÓSITO DE EMBAL. PLÁSTICAS SICHA LTDA. ";" R. Jaraguá, 339 ";" Bom Retiro ";" 01129-000 ";" São Paulo ";" SP ";" Dira. Coml.: Raquel Wajsbrot ";50;" (0xx11) 3223-5000 ";" (0xx11) 3223-5500 ";" www.sicha.com.br ";" sicha@sicha.com.br ";" Sacos em polietileno e polipropileno; bobinas simples e tubulares; sacos para lixo e sacolas; "
"PLASTICOS ";" DERMIWIL IND. PLÁST. LTDA. ";" R. Paulo Andrigueti, 290 ";" Pari ";" 03022-000 ";" São Paulo ";" SP ";" Dirª. Adm.: Branca de C. Esteves ";150;" (0xx11) 6096-3777/6097-9797 ";" (0xx11) 6692-5572 ";" www.dermiwil.com.br ";" dermiwil@dermiwil.com.br ";" Muchilas escolares; "
"PLASTICOS ";" DESCARPACK DESCARTÁVEIS DO BRASIL LTDA. ";" R. Bartolomeu Paes, 173/187 ";" Vl. Anastácio ";" 05092-000 ";" São Paulo ";" SP ";" Ger. Coml.: Ricardo Favery ";95;" (0xx11) 3837-0688 ";" (0xx11) 3837-0688 ";" www.descarpack.com.br ";" descarpack@descarpack.com.br ";" Sacos de resíduos infecto leitoso com lacre; sacos p/ placenta e peças anatômicas; sacos p/ lixo autoclave; "
"PLASTICOS ";" DESCARTÁVEL EMBALAGENS LTDA. ";" Av. Interlagos, 3.455 ";" Interlagos ";" 04661-300 ";" São Paulo ";" SP ";" Dirª. Coml.: Maria Helena da Silva ";150;" (0xx11) 5633-5678/5631-4455 ";" (0xx11) 5633-5666 ";" www.descartavel.com.br ";" descartavel@descartavel.com.br ";" Embalagens descartáveis p/frigoríficos, hospitais e derivados; telas; tubos; luvas cirúrgicas; "
"PLASTICOS ";" DICOPESA IMP. E COM. DE ACRÍLICOS LTDA. ";" R. Joaquim Antunes, 767 - 8º And. - Cjs. 81/82 ";" Pinheiros ";" 05415-012 ";" São Paulo ";" SP ";" Dir. Pres.: Alvaro de Mello Oliveira ";" ";" (0xx11) 3062-0199 ";" (0xx11) 3062-0199 ";" www.dicopesa.com.br ";" dicopesa@dicopesa.com.br ";" Fabricante de chapas acrílicas; "
"PLASTICOS ";" DIMPLAL PLÁSTICOS IND. E COM. LTDA. ";" R. Cabo Romeu Casagrande, 740 ";" Pq. Novo Mundo ";" 02180-060 ";" São Paulo ";" SP ";" Dir. Coml.: José Carlos da Silva ";60;" (0xx11) 6954-9400 ";" (0xx11) 6954-9400 ";" www.dimplal.com.br ";"  ";" Sacos plásticos; bobinas p/açougue; sacos picotados; sacolinhas; sacos p/lixo; "
"PLASTICOS ";" EDI CRIL IND. E COM. DE ACRÍLICOS LTDA. ";" R. Monsenhor Passalacqua, 29 ";" Liberdade ";" 01323-010 ";" São Paulo ";" SP ";" Dir. Coml.: Edilson Abreu ";50;" (0xx11) 3283-1163/3253-6999 ";" (0xx11) 289-5448/3284-5857 ";" www.edicril.com.br ";" edicril@edicril.com.br ";" Cortes chapas acrílicas e peças técnicas em geral; expositores de calçados; "
"PLASTICOS ";" ELASTOFILM IND. E COM. LTDA. ";" R. Campante, 821 ";" Vl. Carioca ";" 04224-010 ";" São Paulo ";" SP ";" Dir. Coml.: Francisco S. Moreno ";50;" (0xx11) 6165-2166/2163 ";" (0xx11) 2273-9693 ";" www.elastofilm.com.br ";" vendas@elastofilm.com.br ";" Filmes técnicos em PVC; PVC plastificados; "
"PLASTICOS ";" ELECTRO PLASTIC S/A. ";" R. Laguna, 457 ";" Sto. Amaro ";" 04728-001 ";" São Paulo ";" SP ";" Dir. Pres.: Israel Sverner ";350;" (0xx11) 5644-2000/2039/5641-9686 ";" (0xx11) 5644-2088 ";" www.electroplastic.com.br ";"  ";" Filmes agrícolas; "
